year,month,id_employee,sick_count,holidays_count
2025,9,20145,6.0,0.0
2025,3,20192,1.0,0.0
2025,4,20192,4.0,5.0
2025,7,20192,0.0,4.0
2025,8,20192,0.0,11.0
2025,2,20518,6.0,0.0
2025,3,20518,11.0,0.0
2025,4,20518,1.0,0.0
2025,6,20518,3.0,0.0
2025,8,20518,0.0,22.0
2025,10,20518,0.0,7.0
2025,2,20529,4.0,0.0
2025,6,20529,3.0,0.0
2025,7,20529,4.0,8.0
2025,9,20529,0.0,14.0
2025,4,20531,5.0,0.0
2025,5,20531,4.0,8.0
2025,7,20531,4.0,0.0
2025,8,20531,0.0,14.0
2025,9,20531,15.0,0.0
2025,3,20570,5.0,0.0
2025,4,20570,0.0,8.0
2025,9,20570,0.0,14.0
2025,1,20772,5.0,0.0
2025,2,20772,3.0,0.0
2025,3,20772,0.0,5.0
2025,5,20772,0.0,2.0
2025,6,20772,0.0,8.0
2025,9,20772,0.0,7.0
2025,3,20816,0.0,4.0
2025,5,20816,4.0,0.0
2025,6,20816,4.0,2.0
2025,7,20816,0.0,6.0
2025,10,20816,0.0,3.0
2025,11,20816,0.0,5.0
2025,5,21054,0.0,4.0
2025,6,21054,0.0,2.0
2025,7,21054,4.0,6.0
2025,8,21054,2.0,2.0
2025,9,21054,4.0,6.0
2025,7,21075,0.0,8.0
2025,10,21075,0.0,14.0
2025,1,21077,8.0,0.0
2025,2,21077,2.0,3.0
2025,3,21077,2.0,0.0
2025,4,21077,1.0,0.0
2025,5,21077,0.0,2.0
2025,6,21077,0.0,5.0
2025,8,21077,0.0,6.0
2025,9,21077,3.0,1.0
2025,4,21463,2.0,0.0
2025,5,21463,6.0,0.0
2025,6,21463,0.0,8.0
2025,8,21463,0.0,2.0
2025,9,21463,0.0,12.0
2025,1,21472,8.0,0.0
2025,2,21472,7.0,0.0
2025,3,21472,5.0,0.0
2025,4,21472,1.0,0.0
2025,5,21472,9.0,0.0
2025,6,21472,3.0,0.0
2025,7,21472,0.0,8.0
2025,9,21472,0.0,7.0
2025,3,21499,1.0,0.0
2025,4,21499,6.0,0.0
2025,8,21499,0.0,21.0
2025,1,21531,11.0,0.0
2025,2,21531,14.0,0.0
2025,3,21531,6.0,0.0
2025,4,21531,5.0,0.0
2025,5,21531,2.0,0.0
2025,6,21531,4.0,10.0
2025,7,21531,6.0,0.0
2025,8,21531,11.0,0.0
2025,9,21531,15.0,6.0
2025,3,21536,3.0,0.0
2025,4,21536,2.0,0.0
2025,5,21536,0.0,4.0
2025,6,21536,0.0,4.0
2025,9,21536,9.0,0.0
2025,10,21536,0.0,14.0
2025,6,21557,0.0,2.0
2025,7,21557,0.0,6.0
2025,9,21557,0.0,7.0
2025,1,21568,7.0,0.0
2025,2,21568,4.0,0.0
2025,3,21568,0.0,4.0
2025,5,21568,0.0,2.0
2025,6,21568,0.0,5.0
2025,9,21568,7.0,9.0
2025,1,21581,5.0,0.0
2025,3,21581,0.0,6.0
2025,4,21581,0.0,4.0
2025,7,21581,4.0,0.0
2025,10,21581,0.0,14.0
2025,5,21583,0.0,8.0
2025,7,21583,0.0,8.0
2025,1,21687,2.0,0.0
2025,2,21687,2.0,4.0
2025,4,21687,6.0,0.0
2025,8,21687,0.0,7.0
2025,7,21796,0.0,8.0
2025,9,21796,0.0,8.0
2025,10,21796,0.0,6.0
2025,2,21810,5.0,0.0
2025,5,21810,0.0,2.0
2025,6,21810,0.0,6.0
2025,7,21810,0.0,1.0
2025,8,21810,0.0,7.0
2025,5,21822,0.0,2.0
2025,7,21822,0.0,3.0
2025,8,21822,0.0,14.0
2025,9,21822,0.0,7.0
2025,4,21824,0.0,10.0
2025,8,21824,0.0,14.0
2025,4,21828,3.0,0.0
2025,6,21828,0.0,8.0
2025,7,21828,6.0,0.0
2025,8,21828,0.0,4.0
2025,9,21828,30.0,3.0
2025,8,21832,0.0,1.0
2025,10,21832,0.0,14.0
2025,5,21844,0.0,4.0
2025,8,21844,0.0,14.0
2025,9,21844,0.0,7.0
2025,4,21865,4.0,0.0
2025,6,21865,4.0,9.0
2025,7,21865,1.0,0.0
2025,8,21865,5.0,0.0
2025,10,21865,0.0,5.0
2025,11,21865,0.0,10.0
2025,7,21911,0.0,4.0
2025,8,21911,0.0,1.0
2025,3,21915,2.0,0.0
2025,4,21915,1.0,0.0
2025,5,21915,2.0,0.0
2025,6,21915,0.0,7.0
2025,8,21915,0.0,7.0
2025,6,21916,0.0,6.0
2025,7,21916,0.0,5.0
2025,10,21916,0.0,3.0
2025,11,21916,0.0,5.0
2025,5,21974,10.0,6.0
2025,6,21974,0.0,1.0
2025,9,21974,14.0,0.0
2025,10,21974,1.0,14.0
2025,6,21980,0.0,8.0
2025,9,21980,0.0,14.0
2025,6,22001,0.0,4.0
2025,7,22001,0.0,6.0
2025,9,22001,0.0,4.0
2025,10,22001,0.0,10.0
2025,3,22004,4.0,0.0
2025,4,22004,0.0,12.0
2025,5,22004,3.0,0.0
2025,2,22008,4.0,0.0
2025,9,22008,0.0,22.0
2025,2,22010,2.0,0.0
2025,5,22010,0.0,2.0
2025,6,22010,0.0,5.0
2025,7,22010,4.0,0.0
2025,8,22010,0.0,18.0
2025,9,22010,0.0,4.0
2025,1,22039,3.0,0.0
2025,5,22039,3.0,8.0
2025,6,22039,2.0,0.0
2025,8,22039,6.0,0.0
2025,9,22039,1.0,0.0
2025,7,22040,0.0,9.0
2025,8,22040,0.0,5.0
2025,3,22042,0.0,7.0
2025,4,22042,0.0,8.0
2025,7,22042,0.0,10.0
2025,5,22065,0.0,4.0
2025,8,22065,0.0,8.0
2025,6,22110,0.0,8.0
2025,8,22110,0.0,4.0
2025,9,22110,0.0,10.0
2025,1,22189,0.0,3.0
2025,8,22189,4.0,3.0
2025,9,22189,4.0,0.0
2025,2,22243,3.0,0.0
2025,3,22243,1.0,0.0
2025,4,22243,1.0,0.0
2025,5,22243,0.0,5.0
2025,6,22243,3.0,0.0
2025,7,22243,0.0,9.0
2025,8,22243,0.0,1.0
2025,9,22243,8.0,0.0
2025,8,22255,0.0,21.0
2025,1,22278,11.0,0.0
2025,2,22278,5.0,0.0
2025,3,22278,0.0,5.0
2025,6,22278,0.0,5.0
2025,7,22278,0.0,9.0
2025,8,22278,0.0,1.0
2025,9,22278,0.0,4.0
2025,9,22280,0.0,8.0
2025,10,22280,0.0,6.0
2025,1,22387,4.0,0.0
2025,3,22387,6.0,4.0
2025,4,22387,4.0,0.0
2025,6,22387,0.0,8.0
2025,7,22387,4.0,0.0
2025,9,22387,6.0,0.0
2025,3,22566,0.0,10.0
2025,5,22566,0.0,1.0
2025,7,22566,0.0,8.0
2025,2,22573,6.0,0.0
2025,4,22573,1.0,0.0
2025,5,22573,2.0,4.0
2025,7,22573,0.0,8.0
2025,8,22573,0.0,4.0
2025,9,22573,0.0,3.0
2025,4,22582,0.0,5.0
2025,7,22582,0.0,10.0
2025,10,22582,0.0,7.0
2025,1,22672,4.0,0.0
2025,6,22672,0.0,8.0
2025,9,22672,0.0,14.0
2025,4,22708,0.0,4.0
2025,7,22708,2.0,0.0
2025,8,22708,0.0,21.0
2025,1,23001,4.0,0.0
2025,3,23001,3.0,0.0
2025,4,23001,5.0,0.0
2025,5,23001,3.0,4.0
2025,7,23001,0.0,2.0
2025,8,23001,0.0,15.0
2025,3,23022,7.0,0.0
2025,4,23022,3.0,0.0
2025,6,23022,0.0,6.0
2025,7,23022,0.0,5.0
2025,10,23022,0.0,3.0
2025,11,23022,0.0,5.0
2025,6,23043,0.0,8.0
2025,8,23043,0.0,6.0
2025,10,23043,0.0,10.0
2025,3,23060,0.0,8.0
2025,9,23060,0.0,14.0
2025,3,23077,5.0,0.0
2025,4,23077,1.0,0.0
2025,7,23077,0.0,10.0
2025,8,23077,0.0,2.0
2025,10,23077,0.0,14.0
2025,5,23095,0.0,8.0
2025,8,23095,0.0,14.0
2025,2,23116,6.0,0.0
2025,3,23116,0.0,8.0
2025,7,23116,0.0,3.0
2025,8,23116,0.0,1.0
2025,1,23147,2.0,0.0
2025,3,23147,0.0,4.0
2025,6,23147,0.0,6.0
2025,7,23147,0.0,2.0
2025,8,23147,0.0,6.0
2025,9,23147,0.0,7.0
2025,2,23166,6.0,0.0
2025,4,23166,0.0,4.0
2025,5,23166,4.0,2.0
2025,6,23166,0.0,5.0
2025,2,23167,2.0,0.0
2025,3,23167,0.0,4.0
2025,5,23167,0.0,4.0
2025,6,23167,7.0,0.0
2025,8,23167,0.0,14.0
2025,2,23173,4.0,0.0
2025,4,23173,1.0,0.0
2025,5,23173,11.0,0.0
2025,7,23173,0.0,3.0
2025,8,23173,0.0,9.0
2025,9,23173,12.0,0.0
2025,8,23176,0.0,14.0
2025,10,23176,0.0,14.0
2025,2,23177,3.0,4.0
2025,6,23177,0.0,8.0
2025,7,23177,0.0,3.0
2025,8,23177,0.0,1.0
2025,4,23185,0.0,4.0
2025,5,23185,2.0,0.0
2025,8,23185,0.0,8.0
2025,9,23185,0.0,6.0
2025,10,23185,0.0,5.0
2025,11,23185,0.0,2.0
2025,3,23190,2.0,4.0
2025,4,23190,4.0,2.0
2025,7,23190,0.0,8.0
2025,8,23190,5.0,2.0
2025,9,23190,1.0,14.0
2025,1,23193,3.0,0.0
2025,5,23193,0.0,4.0
2025,8,23193,0.0,8.0
2025,9,23193,0.0,4.0
2025,5,23195,0.0,8.0
2025,8,23195,0.0,14.0
2025,7,23292,0.0,8.0
2025,9,23292,0.0,14.0
2025,1,23350,14.0,0.0
2025,2,23350,7.0,0.0
2025,4,23350,4.0,3.0
2025,5,23350,3.0,2.0
2025,6,23350,4.0,0.0
2025,8,23350,9.0,0.0
2025,9,23350,0.0,21.0
2025,1,23384,0.0,2.0
2025,2,23384,0.0,2.0
2025,7,23384,2.0,2.0
2025,8,23384,0.0,8.0
2025,9,23384,13.0,0.0
2025,6,23386,0.0,4.0
2025,7,23386,0.0,4.0
2025,3,23454,0.0,4.0
2025,6,23454,0.0,8.0
2025,10,23454,0.0,7.0
2025,3,23455,0.0,4.0
2025,6,23455,0.0,8.0
2025,10,23455,0.0,7.0
2025,8,23684,0.0,12.0
2025,9,23684,0.0,2.0
2025,3,23700,6.0,4.0
2025,4,23700,11.0,4.0
2025,5,23700,9.0,0.0
2025,6,23700,2.0,0.0
2025,7,23700,1.0,0.0
2025,8,23700,0.0,20.0
2025,9,23700,0.0,2.0
2025,4,23705,0.0,4.0
2025,7,23705,0.0,7.0
2025,9,23705,10.0,0.0
2025,10,23705,0.0,5.0
2025,4,23748,0.0,8.0
2025,7,23748,0.0,4.0
2025,6,23750,0.0,7.0
2025,4,23759,0.0,4.0
2025,7,23759,0.0,8.0
2025,9,23759,6.0,0.0
2025,4,23770,0.0,4.0
2025,5,23770,3.0,0.0
2025,7,23770,0.0,8.0
2025,8,23770,6.0,0.0
2025,4,23771,0.0,8.0
2025,8,23771,0.0,2.0
2025,9,23771,0.0,12.0
2025,4,23788,0.0,6.0
2025,5,23788,0.0,1.0
2025,8,23788,0.0,14.0
2025,9,23788,7.0,0.0
2025,3,23836,7.0,0.0
2025,4,23836,0.0,1.0
2025,5,23836,0.0,6.0
2025,6,23836,3.0,2.0
2025,7,23836,2.0,0.0
2025,9,23836,0.0,14.0
2025,1,23842,0.0,2.0
2025,2,23842,2.0,2.0
2025,7,23842,0.0,6.0
2025,8,23842,0.0,2.0
2025,7,23843,0.0,8.0
2025,9,23843,0.0,7.0
2025,3,23868,3.0,0.0
2025,6,23868,0.0,8.0
2025,7,23868,0.0,1.0
2025,8,23868,0.0,7.0
2025,3,23869,0.0,8.0
2025,8,23869,0.0,14.0
2025,3,23883,0.0,8.0
2025,9,23883,0.0,14.0
2025,4,23895,5.0,4.0
2025,7,23895,0.0,10.0
2025,10,23895,0.0,7.0
2025,5,23896,0.0,10.0
2025,6,23896,0.0,1.0
2025,10,23896,0.0,7.0
2025,3,23897,0.0,4.0
2025,8,23897,0.0,14.0
2025,9,23897,0.0,5.0
2025,1,23900,2.0,0.0
2025,3,23900,4.0,0.0
2025,6,23900,0.0,4.0
2025,7,23900,0.0,5.0
2025,8,23900,0.0,3.0
2025,10,23900,0.0,5.0
2025,11,23900,0.0,2.0
2025,5,23901,0.0,4.0
2025,6,23901,0.0,4.0
2025,8,23901,0.0,6.0
2025,9,23901,0.0,8.0
2025,4,23916,2.0,0.0
2025,7,23916,0.0,8.0
2025,9,23916,0.0,14.0
2025,1,23922,4.0,0.0
2025,2,23922,1.0,0.0
2025,3,23922,0.0,4.0
2025,5,23922,0.0,2.0
2025,8,23922,0.0,14.0
2025,10,23922,0.0,6.0
2025,5,23929,1.0,0.0
2025,6,23929,0.0,8.0
2025,9,23929,0.0,14.0
2025,6,23934,0.0,8.0
2025,8,23934,0.0,14.0
2025,2,23935,3.0,0.0
2025,3,23935,4.0,0.0
2025,4,23935,0.0,4.0
2025,5,23935,2.0,0.0
2025,6,23935,4.0,0.0
2025,7,23935,0.0,8.0
2025,8,23935,5.0,0.0
2025,9,23935,0.0,7.0
2025,3,23936,0.0,4.0
2025,8,23936,6.0,0.0
2025,9,23936,1.0,14.0
2025,1,23969,2.0,0.0
2025,4,23969,0.0,1.0
2025,7,23969,0.0,4.0
2025,8,23969,0.0,18.0
2025,5,23970,0.0,2.0
2025,6,23970,0.0,6.0
2025,8,23970,1.0,0.0
2025,9,23970,1.0,0.0
2025,10,23970,0.0,2.0
2025,4,23992,0.0,4.0
2025,7,23992,0.0,8.0
2025,2,24001,1.0,0.0
2025,3,24001,1.0,0.0
2025,6,24001,0.0,8.0
2025,7,24001,3.0,0.0
2025,9,24001,0.0,10.0
2025,10,24001,0.0,4.0
2025,4,24130,0.0,8.0
2025,6,24130,3.0,0.0
2025,7,24130,0.0,4.0
2025,8,24130,0.0,14.0
2025,10,24130,0.0,7.0
2025,8,24144,19.0,14.0
2025,9,24144,30.0,0.0
2025,10,24144,31.0,0.0
2025,2,24212,2.0,0.0
2025,3,24212,1.0,0.0
2025,6,24212,0.0,6.0
2025,7,24212,0.0,2.0
2025,7,24220,0.0,4.0
2025,8,24220,0.0,4.0
2025,9,24220,2.0,0.0
2025,1,24228,4.0,0.0
2025,5,24228,0.0,8.0
2025,7,24228,0.0,4.0
2025,8,24228,2.0,0.0
2025,9,24228,5.0,0.0
2025,3,24248,2.0,0.0
2025,4,24248,0.0,4.0
2025,9,24248,0.0,14.0
2025,1,24349,0.0,2.0
2025,2,24349,0.0,6.0
2025,3,24349,1.0,0.0
2025,6,24349,1.0,0.0
2025,7,24349,4.0,6.0
2025,8,24349,0.0,2.0
2025,2,24392,0.0,4.0
2025,3,24392,0.0,4.0
2025,7,24392,0.0,7.0
2025,8,24392,0.0,1.0
2025,4,24414,0.0,8.0
2025,6,24414,1.0,0.0
2025,8,24414,0.0,8.0
2025,7,24457,0.0,8.0
2025,5,24461,0.0,8.0
2025,8,24461,0.0,2.0
2025,9,24461,0.0,8.0
2025,4,24474,0.0,2.0
2025,5,24474,0.0,6.0
2025,7,24474,0.0,6.0
2025,3,24480,4.0,0.0
2025,5,24480,0.0,8.0
2025,8,24480,0.0,10.0
2025,4,24485,0.0,8.0
2025,7,24485,0.0,4.0
2025,10,24485,0.0,6.0
2025,3,24520,3.0,0.0
2025,5,24520,0.0,8.0
2025,7,24520,4.0,0.0
2025,8,24520,0.0,7.0
2025,3,24526,3.0,0.0
2025,5,24526,0.0,8.0
2025,8,24526,0.0,6.0
2025,9,24526,0.0,1.0
2025,5,24529,0.0,8.0
2025,8,24529,0.0,7.0
2025,5,24530,0.0,2.0
2025,6,24530,0.0,5.0
2025,8,24530,0.0,7.0
2025,6,24534,0.0,8.0
2025,8,24534,11.0,7.0
2025,4,24535,6.0,0.0
2025,5,24535,2.0,4.0
2025,6,24535,0.0,4.0
2025,7,24535,5.0,0.0
2025,3,24548,7.0,0.0
2025,4,24548,15.0,0.0
2025,5,24548,4.0,2.0
2025,6,24557,0.0,7.0
2025,10,24557,0.0,7.0
2025,3,24558,3.0,0.0
2025,6,24558,0.0,8.0
2025,10,24558,0.0,7.0
2025,6,24561,0.0,2.0
2025,7,24561,0.0,6.0
2025,9,24561,0.0,7.0
2025,7,24563,0.0,8.0
2025,3,24568,4.0,0.0
2025,6,24568,0.0,8.0
2025,8,24568,11.0,0.0
2025,9,24568,13.0,0.0
2025,5,24582,3.0,0.0
2025,7,24582,3.0,6.0
2025,8,24582,2.0,2.0
2025,9,24582,3.0,0.0
2025,2,24584,10.0,0.0
2025,3,24584,2.0,0.0
2025,6,24584,4.0,0.0
2025,7,24584,2.0,5.0
2025,8,24584,0.0,3.0
2025,7,24596,0.0,3.0
2025,8,24596,0.0,5.0
2025,3,24599,4.0,0.0
2025,8,24599,3.0,0.0
2025,9,24599,0.0,14.0
2025,2,24600,1.0,0.0
2025,3,24600,3.0,0.0
2025,7,24600,0.0,4.0
2025,8,24600,0.0,4.0
2025,3,24606,2.0,0.0
2025,5,24606,2.0,0.0
2025,7,24606,3.0,6.0
2025,8,24606,0.0,2.0
2025,5,24616,3.0,0.0
2025,8,24616,0.0,14.0
2025,9,24616,5.0,0.0
2025,3,24619,3.0,0.0
2025,6,24619,0.0,8.0
2025,7,24620,0.0,8.0
2025,9,24620,0.0,12.0
2025,4,24621,2.0,0.0
2025,5,24621,1.0,0.0
2025,8,24621,0.0,12.0
2025,9,24621,0.0,2.0
2025,6,24622,0.0,3.0
2025,10,24622,0.0,14.0
2025,3,24623,3.0,0.0
2025,4,24623,14.0,0.0
2025,8,24624,0.0,23.0
2025,6,24627,7.0,0.0
2025,9,24627,0.0,14.0
2025,7,24630,0.0,8.0
2025,10,24630,0.0,14.0
2025,7,24631,0.0,1.0
2025,8,24631,0.0,10.0
2025,6,24632,0.0,8.0
2025,10,24632,0.0,26.0
2025,11,24632,0.0,2.0
2025,6,24633,0.0,2.0
2025,7,24633,0.0,6.0
2025,8,24634,0.0,8.0
2025,9,24634,0.0,20.0
2025,8,24635,0.0,28.0
2025,9,24635,4.0,0.0
2025,5,24636,6.0,0.0
2025,6,24636,0.0,8.0
2025,10,24636,0.0,14.0
2025,8,24637,0.0,28.0
2025,4,24644,4.0,0.0
2025,7,24644,0.0,8.0
2025,10,24644,0.0,2.0
2025,11,24644,0.0,14.0
2025,4,24645,3.0,0.0
2025,7,24645,0.0,8.0
2025,9,24645,5.0,0.0
2025,3,24646,8.0,0.0
2025,4,24646,3.0,0.0
2025,7,24646,4.0,8.0
2025,9,24646,7.0,0.0
2025,7,24647,0.0,8.0
2025,5,24648,2.0,0.0
2025,6,24648,0.0,4.0
2025,7,24648,0.0,4.0
2025,5,24649,1.0,0.0
2025,6,24649,0.0,8.0
2025,8,24654,0.0,8.0
2025,9,24654,0.0,6.0
2025,4,24656,2.0,0.0
2025,5,24656,16.0,0.0
2025,6,24656,2.0,0.0
2025,7,24656,3.0,0.0
2025,8,24656,4.0,14.0
2025,7,24657,0.0,6.0
2025,8,24657,0.0,2.0
2025,9,24661,0.0,14.0
2025,4,24662,3.0,0.0
2025,7,24663,2.0,0.0
2025,9,24663,5.0,14.0
2025,9,24664,0.0,14.0
2025,9,24665,0.0,14.0
2025,5,24666,1.0,0.0
2025,6,24666,1.0,0.0
2025,9,24666,0.0,12.0
2025,10,24666,0.0,2.0
2025,9,24667,0.0,14.0
2025,4,24668,4.0,0.0
2025,6,24668,4.0,0.0
2025,7,24668,5.0,0.0
2025,9,24668,3.0,14.0
2025,9,24669,0.0,14.0
2025,8,24674,0.0,23.0
2025,9,24675,0.0,28.0
2025,8,24679,0.0,12.0
2025,9,24679,0.0,2.0
2025,6,24680,0.0,6.0
2025,7,24680,0.0,2.0
2025,7,24681,2.0,0.0
2025,8,24681,0.0,25.0
2025,7,24683,0.0,8.0
2025,8,24683,8.0,0.0
2025,4,24684,3.0,0.0
2025,7,24684,4.0,0.0
2025,9,24684,0.0,12.0
2025,10,24684,0.0,16.0
2025,9,24694,0.0,12.0
2025,10,24694,0.0,2.0
2025,9,24695,0.0,12.0
2025,10,24695,0.0,2.0
2025,7,24700,0.0,1.0
2025,8,24700,0.0,7.0
2025,9,24700,8.0,0.0
2025,7,24701,1.0,0.0
2025,8,24701,4.0,0.0
2025,9,24701,0.0,6.0
2025,10,24701,0.0,8.0
2025,7,24706,5.0,0.0
2025,8,24706,1.0,0.0
2025,9,24706,0.0,6.0
2025,10,24706,0.0,8.0
2025,10,24712,0.0,14.0
2025,9,24714,0.0,4.0
2025,10,24714,0.0,10.0
2025,7,24715,8.0,0.0
2025,8,24715,6.0,0.0
2025,9,24715,5.0,4.0
2025,10,24715,0.0,10.0
2025,10,24727,0.0,14.0
2025,7,24728,6.0,0.0
2025,8,24728,13.0,0.0
2025,10,24728,0.0,14.0
2025,10,24729,0.0,5.0
2025,11,24729,0.0,10.0
2025,4,24730,2.0,0.0
2025,6,24730,2.0,0.0
2025,9,24730,5.0,0.0
2025,10,24730,0.0,14.0
2025,5,24731,4.0,0.0
2025,7,24731,6.0,0.0
2025,9,24731,10.0,0.0
2025,9,24733,0.0,14.0
2025,8,24735,8.0,0.0
2025,9,24735,5.0,0.0
2025,9,24737,0.0,2.0
2025,10,24737,0.0,12.0
2025,10,24742,0.0,14.0
2025,9,24744,6.0,0.0
2025,10,24744,0.0,14.0
2025,10,24750,0.0,28.0
2025,5,24751,2.0,0.0
2025,6,24755,2.0,0.0
2025,9,24755,10.0,0.0
2025,10,24755,0.0,14.0
2025,11,24755,0.0,16.0
2025,10,24756,0.0,14.0
2025,8,24757,7.0,0.0
2025,9,24757,1.0,0.0
2025,7,24780,2.0,0.0
2025,8,24780,1.0,0.0
2025,7,24784,3.0,0.0
2025,7,24792,2.0,0.0
2025,8,24792,0.0,12.0
